,ID,CNAE,CNAE_DESCRIPCION,IMPORT_EXPORT,ULT_ACTOMERCANTIL,TAM_EMPRESA,Estado,ACC_EXTRAN,ACC_EMPRESA,NUMACCIONISTAS,INFO_ADMIN,ACT_MEDIOS,CARGOS_ADMIN,ESTRUCTURA,MUJERES_CONSEJO,InicioActividad,frmJuridica,codPostal,AÑO CONCESION,IMPORTE NOMINAL,DESCRIPCIÓN,ORGANISMO,Bal5,ROA_1,LIQ_1,END_1,EMP_1,A-I-INM_INT_1,A-II-INM_MAT_1,A-III-INV_INM_1,A-IV-INV_GRU_1,A-V-INV_FLP_1,A-VI-IMP_DIF_1,A-VII-DEU_COM_1,B-II-EXISTENCIAS_1,B-III-DEU_COM_1,B-IV-DEU_COM_1,B-V-INV_FCP_1,B-VI-PER_CP_1,B-VII-EFECTIVO_1,A-PN-1_FP_1,A-PN-2_AJ_1,A-PN-3_SUBV_1,B-I-PROV_LP_1,B-II-DEU_LP_1,B-III-DEU_GRU_LP_1,B-IV-PAS_IMP_DIF_1,B-V-PER_LP_1,B-VI-ACREE_COM_LP_1,B-VII-DEU_ESP_LP_1,C-I-PAS_VINACTNCVENTA_1,C-II-PROV_CP_1,C-III-DEU_CP_1,C-IV-DEU_GRU_CP_1,C-V-ACREE_COM_CP_1,C-VI-PER_CP_1,C-VII-DEU_ESP_CP_1,VENTAS_FINAL,A-1-VENTAS_3,A-1-VENTAS_2,A-1-VENTAS_1,A-4-APROVISIONA_1,A-5-OTROSINGRESOS_1,A-6-GASTOSPERSONAL_1,A-7-OTROSGASTOS_1,A-8-AMORT_INM_1,A-13-OTROSRESULT_1,A-14-ING_FIN_1,A-15-GAS_FIN_1,A-17-DIF_CAMBIO_1,A-20-IMPUESTOS_1,ROA_34_diff,ROA_23_diff,ROA_12_diff,LIQ_34_diff,LIQ_23_diff,LIQ_12_diff,END_34_diff,END_23_diff,END_12_diff,EMP_34_diff,EMP_23_diff,EMP_12_diff,A-I-INM_INT_34_diff,A-I-INM_INT_23_diff,A-I-INM_INT_12_diff,A-II-INM_MAT_34_diff,A-II-INM_MAT_23_diff,A-II-INM_MAT_12_diff,A-III-INV_INM_34_diff,A-III-INV_INM_23_diff,A-III-INV_INM_12_diff,A-IV-INV_GRU_34_diff,A-IV-INV_GRU_23_diff,A-IV-INV_GRU_12_diff,A-V-INV_FLP_34_diff,A-V-INV_FLP_23_diff,A-V-INV_FLP_12_diff,A-VI-IMP_DIF_34_diff,A-VI-IMP_DIF_23_diff,A-VI-IMP_DIF_12_diff,A-VII-DEU_COM_34_diff,A-VII-DEU_COM_23_diff,A-VII-DEU_COM_12_diff,B-II-EXISTENCIAS_34_diff,B-II-EXISTENCIAS_23_diff,B-II-EXISTENCIAS_12_diff,B-III-DEU_COM_34_diff,B-III-DEU_COM_23_diff,B-III-DEU_COM_12_diff,B-IV-DEU_COM_34_diff,B-IV-DEU_COM_23_diff,B-IV-DEU_COM_12_diff,B-V-INV_FCP_34_diff,B-V-INV_FCP_23_diff,B-V-INV_FCP_12_diff,B-VI-PER_CP_34_diff,B-VI-PER_CP_23_diff,B-VI-PER_CP_12_diff,B-VII-EFECTIVO_34_diff,B-VII-EFECTIVO_23_diff,B-VII-EFECTIVO_12_diff,A-PN-1_FP_12_diff,A-PN-1_FP_23_diff,A-PN-1_FP_34_diff,A-PN-2_AJ_12_diff,A-PN-2_AJ_23_diff,A-PN-2_AJ_34_diff,A-PN-3_SUBV_12_diff,A-PN-3_SUBV_23_diff,A-PN-3_SUBV_34_diff,B-I-PROV_LP_12_diff,B-I-PROV_LP_23_diff,B-I-PROV_LP_34_diff,B-II-DEU_LP_12_diff,B-II-DEU_LP_23_diff,B-II-DEU_LP_34_diff,B-III-DEU_GRU_LP_12_diff,B-III-DEU_GRU_LP_23_diff,B-III-DEU_GRU_LP_34_diff,B-IV-PAS_IMP_DIF_12_diff,B-IV-PAS_IMP_DIF_23_diff,B-IV-PAS_IMP_DIF_34_diff,B-V-PER_LP_12_diff,B-V-PER_LP_23_diff,B-V-PER_LP_34_diff,B-VI-ACREE_COM_LP_12_diff,B-VI-ACREE_COM_LP_23_diff,B-VI-ACREE_COM_LP_34_diff,B-VII-DEU_ESP_LP_12_diff,B-VII-DEU_ESP_LP_23_diff,B-VII-DEU_ESP_LP_34_diff,C-I-PAS_VINACTNCVENTA_12_diff,C-I-PAS_VINACTNCVENTA_23_diff,C-I-PAS_VINACTNCVENTA_34_diff,C-II-PROV_CP_12_diff,C-II-PROV_CP_23_diff,C-II-PROV_CP_34_diff,C-III-DEU_CP_12_diff,C-III-DEU_CP_23_diff,C-III-DEU_CP_34_diff,C-IV-DEU_GRU_CP_12_diff,C-IV-DEU_GRU_CP_23_diff,C-IV-DEU_GRU_CP_34_diff,C-V-ACREE_COM_CP_12_diff,C-V-ACREE_COM_CP_23_diff,C-V-ACREE_COM_CP_34_diff,C-VI-PER_CP_12_diff,C-VI-PER_CP_23_diff,C-VI-PER_CP_34_diff,C-VII-DEU_ESP_CP_12_diff,C-VII-DEU_ESP_CP_23_diff,C-VII-DEU_ESP_CP_34_diff,A-1-VENTAS_34_diff,A-1-VENTAS_23_diff,A-1-VENTAS_12_diff,A-4-APROVISIONA_34_diff,A-4-APROVISIONA_23_diff,A-4-APROVISIONA_12_diff,A-5-OTROSINGRESOS_34_diff,A-5-OTROSINGRESOS_23_diff,A-5-OTROSINGRESOS_12_diff,A-6-GASTOSPERSONAL_34_diff,A-6-GASTOSPERSONAL_23_diff,A-6-GASTOSPERSONAL_12_diff,A-7-OTROSGASTOS_34_diff,A-7-OTROSGASTOS_23_diff,A-7-OTROSGASTOS_12_diff,A-8-AMORT_INM_34_diff,A-8-AMORT_INM_23_diff,A-8-AMORT_INM_12_diff,A-13-OTROSRESULT_34_diff,A-13-OTROSRESULT_23_diff,A-13-OTROSRESULT_12_diff,A-14-ING_FIN_34_diff,A-14-ING_FIN_23_diff,A-14-ING_FIN_12_diff,A-15-GAS_FIN_34_diff,A-15-GAS_FIN_23_diff,A-15-GAS_FIN_12_diff,A-17-DIF_CAMBIO_34_diff,A-17-DIF_CAMBIO_23_diff,A-17-DIF_CAMBIO_12_diff,A-20-IMPUESTOS_34_diff,A-20-IMPUESTOS_23_diff,A-20-IMPUESTOS_12_diff,Subvencion,ALTO_CRECIMIENTO_CALCU,GACELA_CALCU,MODELO_CALCU
438,104776,1624,Fabricación de envases y embalajes de madera,Exporta,2021-02-16 01:00:00,Pequeña,Viva,,1.0,1.0,SI,Activa en Redes,4.0,,NO,2018-08-03 02:00:00,B,26370,2019.0,4378.05,"PROG. ESTRATÉGICO COMERCIO EXTERIOR-MINIMIS(PEC) - Orden  DEI/16/2018,  de  2  de  marzo,  por  la  que  se  aprueban  las  bases  reguladoras  de  la  concesión  de  subvenciones  por  la  Agencia  de  Desarrollo  Económico  de  La  Rioja  destinadas  al  programa  estratégico  de  comercio  exterio - Web: https://ias1.larioja.org//cex/sistemas/GenericoServlet?servlet=cex.sistemas.dyn.portal.ImgServletSis&code=oumCvWIgBUF6lChv9ZDgP%2FhXhSM%2FFmcHs1KCV7kVRo7ApHyqPVxRsoD%2BHW0E2YV6LEXZYSr1AOFH%0Aqw5OHdNZ8792yzY7y8j7f%2F5wfx5pENs%3D&&&",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,8.16,610.9,16.94,25.0,8.0,1097.0,,,0.0,,,4223.0,1322.0,,0.0,,4.0,5023.0,,77.0,,646.0,,,,,,,,482.0,,427.0,,,,7911.0,7715.0,5862.0,-3734.0,15.0,-1034.0,-396.0,-118.0,0.0,0.0,-9.0,0.0,-134.0,,-0.485499462943072,0.14093137254901955,,-0.46987079315470515,-0.5705189065313472,,0.6509988249118683,0.5070838252656433,,-0.12121212121212122,0.32000000000000006,,0.0,0.0,,2.2927565392354126,0.812215132178669,,,,,,,,,,,,,,,,,0.2447833065810594,-0.1148472649775042,,-0.001338090990187335,0.6959152798789712,,,,,0.0,inf,,,,,-0.9556650246305418,49.75,0.02269560023890116,0.09032509246642006,,,,,-0.38961038961038963,1.148936170212766,,,,,-0.01393188854489169,3.3343799058084773,,,,,,1.125,,,,,,,,,,,,,,,,,1.612033195020747,1.0492454328832408,,,0.6954314720812182,,1.1194379391100702,1.2718232044198894,,,,,,,,,0.0254050550874918,0.31610371886728084,,0.060273445022145156,0.3907337975361542,,-0.25531914893617025,2.1333333333333333,,0.013756613756613856,-0.08607350096711797,,0.09929078014184389,0.7803030303030303,,0.2647058823529411,0.15254237288135597,,24.5,inf,,,,,5.2,0.11111111111111116,,-inf,,,-0.22340425531914898,0.4029850746268657,1,0,0,0
439,104776,1624,Fabricación de envases y embalajes de madera,Exporta,2021-02-16 01:00:00,Pequeña,Viva,,1.0,1.0,SI,Activa en Redes,4.0,,NO,2018-08-03 02:00:00,B,26370,2019.0,2700.0,"PROG. ESTRATEGICO DE COMERCIO EXTERIOR-EXENCION 651(PEC) - Orden  DEI/16/2018,  de  2  de  marzo,  por  la  que  se  aprueban  las  bases  reguladoras  de  la  concesión  de  subvenciones  por  la  Agencia  de  Desarrollo  Económico  de  La  Rioja  destinadas  al  programa  estratégico  de  comercio  exterio - Web: https://ias1.larioja.org//cex/sistemas/GenericoServlet?servlet=cex.sistemas.dyn.portal.ImgServletSis&code=oumCvWIgBUF6lChv9ZDgP%2FhXhSM%2FFmcHs1KCV7kVRo7ApHyqPVxRsoD%2BHW0E2YV6LEXZYSr1AOFH%0Aqw5OHdNZ8792yzY7y8j7f%2F5wfx5pENs%3D&&&",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,8.16,610.9,16.94,25.0,8.0,1097.0,,,0.0,,,4223.0,1322.0,,0.0,,4.0,5023.0,,77.0,,646.0,,,,,,,,482.0,,427.0,,,,7911.0,7715.0,5862.0,-3734.0,15.0,-1034.0,-396.0,-118.0,0.0,0.0,-9.0,0.0,-134.0,,-0.485499462943072,0.14093137254901955,,-0.46987079315470515,-0.5705189065313472,,0.6509988249118683,0.5070838252656433,,-0.12121212121212122,0.32000000000000006,,0.0,0.0,,2.2927565392354126,0.812215132178669,,,,,,,,,,,,,,,,,0.2447833065810594,-0.1148472649775042,,-0.001338090990187335,0.6959152798789712,,,,,0.0,inf,,,,,-0.9556650246305418,49.75,0.02269560023890116,0.09032509246642006,,,,,-0.38961038961038963,1.148936170212766,,,,,-0.01393188854489169,3.3343799058084773,,,,,,1.125,,,,,,,,,,,,,,,,,1.612033195020747,1.0492454328832408,,,0.6954314720812182,,1.1194379391100702,1.2718232044198894,,,,,,,,,0.0254050550874918,0.31610371886728084,,0.060273445022145156,0.3907337975361542,,-0.25531914893617025,2.1333333333333333,,0.013756613756613856,-0.08607350096711797,,0.09929078014184389,0.7803030303030303,,0.2647058823529411,0.15254237288135597,,24.5,inf,,,,,5.2,0.11111111111111116,,-inf,,,-0.22340425531914898,0.4029850746268657,1,0,0,0
440,104776,1624,Fabricación de envases y embalajes de madera,Exporta,2021-02-16 01:00:00,Pequeña,Viva,,1.0,1.0,SI,Activa en Redes,4.0,,NO,2018-08-03 02:00:00,B,26370,2019.0,1103.76,"PROGRAMA ESTRATÉGICO DE COMERCIO EXTERIOR-MINIMIS (PEC) - Orden DEI/16/2018, de 2 de marzo, por la que se aprueban las bases reguladoras de la concesión de subvenciones por la Agencia de Desarrollo Económico de La Riojadestinadas al programa estratégico de comercio exterior, en régimen de concesión directa - Web: http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=7160907-1-PDF-515565",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,8.16,610.9,16.94,25.0,8.0,1097.0,,,0.0,,,4223.0,1322.0,,0.0,,4.0,5023.0,,77.0,,646.0,,,,,,,,482.0,,427.0,,,,7911.0,7715.0,5862.0,-3734.0,15.0,-1034.0,-396.0,-118.0,0.0,0.0,-9.0,0.0,-134.0,,-0.485499462943072,0.14093137254901955,,-0.46987079315470515,-0.5705189065313472,,0.6509988249118683,0.5070838252656433,,-0.12121212121212122,0.32000000000000006,,0.0,0.0,,2.2927565392354126,0.812215132178669,,,,,,,,,,,,,,,,,0.2447833065810594,-0.1148472649775042,,-0.001338090990187335,0.6959152798789712,,,,,0.0,inf,,,,,-0.9556650246305418,49.75,0.02269560023890116,0.09032509246642006,,,,,-0.38961038961038963,1.148936170212766,,,,,-0.01393188854489169,3.3343799058084773,,,,,,1.125,,,,,,,,,,,,,,,,,1.612033195020747,1.0492454328832408,,,0.6954314720812182,,1.1194379391100702,1.2718232044198894,,,,,,,,,0.0254050550874918,0.31610371886728084,,0.060273445022145156,0.3907337975361542,,-0.25531914893617025,2.1333333333333333,,0.013756613756613856,-0.08607350096711797,,0.09929078014184389,0.7803030303030303,,0.2647058823529411,0.15254237288135597,,24.5,inf,,,,,5.2,0.11111111111111116,,-inf,,,-0.22340425531914898,0.4029850746268657,1,0,0,0
441,104776,1624,Fabricación de envases y embalajes de madera,Exporta,2021-02-16 01:00:00,Pequeña,Viva,,1.0,1.0,SI,Activa en Redes,4.0,,NO,2018-08-03 02:00:00,B,26370,2019.0,947.65,"PROG. ESTRATÉGICO DE COMERICO EXTERIOR-EXENCIÓN 651 (PEC) - Orden DEI/16/2018, de 2 de marzo, por la que se aprueban las bases reguladoras de la concesión de subvenciones por la Agencia de Desarrollo Económico de La Riojadestinadas al programa estratégico de comercio exterior, en régimen de concesión - Web: http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=7160907-1-PDF-515565",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,8.16,610.9,16.94,25.0,8.0,1097.0,,,0.0,,,4223.0,1322.0,,0.0,,4.0,5023.0,,77.0,,646.0,,,,,,,,482.0,,427.0,,,,7911.0,7715.0,5862.0,-3734.0,15.0,-1034.0,-396.0,-118.0,0.0,0.0,-9.0,0.0,-134.0,,-0.485499462943072,0.14093137254901955,,-0.46987079315470515,-0.5705189065313472,,0.6509988249118683,0.5070838252656433,,-0.12121212121212122,0.32000000000000006,,0.0,0.0,,2.2927565392354126,0.812215132178669,,,,,,,,,,,,,,,,,0.2447833065810594,-0.1148472649775042,,-0.001338090990187335,0.6959152798789712,,,,,0.0,inf,,,,,-0.9556650246305418,49.75,0.02269560023890116,0.09032509246642006,,,,,-0.38961038961038963,1.148936170212766,,,,,-0.01393188854489169,3.3343799058084773,,,,,,1.125,,,,,,,,,,,,,,,,,1.612033195020747,1.0492454328832408,,,0.6954314720812182,,1.1194379391100702,1.2718232044198894,,,,,,,,,0.0254050550874918,0.31610371886728084,,0.060273445022145156,0.3907337975361542,,-0.25531914893617025,2.1333333333333333,,0.013756613756613856,-0.08607350096711797,,0.09929078014184389,0.7803030303030303,,0.2647058823529411,0.15254237288135597,,24.5,inf,,,,,5.2,0.11111111111111116,,-inf,,,-0.22340425531914898,0.4029850746268657,1,0,0,0
442,104777,5610,Restaurantes y puestos de comidas,Nada,2019-07-16 02:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-15 01:00:00,B,26140,2019.0,330000.0,"REAFIANZAMIENTO DEL PROGRAMA DE AVALES PARA PYMES 2019 GENERAL - Ley 1/1994, de 11 de marzo, sobre el Régimen Jurídico de las SGR y Real Decreto 1644/1997, de 31 de octubre - Web: https://www.boe.es/eli/es/l/1994/03/11/1","MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - COMPAÑIA ESPAÑOLA DE REAFIANZAMIENTO",,10.4,108.87,69.15,5.0,,594.0,,,22.0,,,15.0,16.0,,2.0,,110.0,,,,,,,,,,,,,,,,,,,,164.0,513.0,-157.0,0.0,-150.0,-105.0,-22.0,1.0,0.0,-14.0,0.0,-10.0,,,-2.0346153846153845,,,-0.5253054101221641,,,0.19537237888647851,,,0.3999999999999999,,,,,,-0.04040404040404044,,,,,,,,,0.0,,,,,,,,,-0.4,,,-0.5,,,,,,-1.0,,,,,,-0.7909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6803118908382066,,,-0.5668789808917197,,,,,,-0.42666666666666664,,,-0.4666666666666667,,,0.09090909090909083,,,-1.0,,,,,,-0.1428571428571429,,,,,,-3.1,1,0,0,0
443,104777,5610,Restaurantes y puestos de comidas,Nada,2019-07-16 02:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-15 01:00:00,B,26140,2021.0,9000.0,"Programa COVID-19 RESCATE (MTR) Marco Temporal - Orden DEA/68/ 2020, de 20 de noviembre, por la que se regulan las bases reguladoras de la concesión de subvenciones ADER para el Plan de Rescate COVID-19 - Web: http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=14613305-1-PDF-534770",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA - LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,10.4,108.87,69.15,5.0,,594.0,,,22.0,,,15.0,16.0,,2.0,,110.0,,,,,,,,,,,,,,,,,,,,164.0,513.0,-157.0,0.0,-150.0,-105.0,-22.0,1.0,0.0,-14.0,0.0,-10.0,,,-2.0346153846153845,,,-0.5253054101221641,,,0.19537237888647851,,,0.3999999999999999,,,,,,-0.04040404040404044,,,,,,,,,0.0,,,,,,,,,-0.4,,,-0.5,,,,,,-1.0,,,,,,-0.7909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6803118908382066,,,-0.5668789808917197,,,,,,-0.42666666666666664,,,-0.4666666666666667,,,0.09090909090909083,,,-1.0,,,,,,-0.1428571428571429,,,,,,-3.1,1,0,0,0
444,104777,5610,Restaurantes y puestos de comidas,Nada,2019-07-16 02:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-15 01:00:00,B,26140,2020.0,4000.0,"Cheques de Innovación (CHE) Minimis 1407/2013 - Orden DEI/76/2018, de 10 de octubre, promoción de la innovación empresarial a través de CHEQUE INNOVACIÓN - Web: http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=8532114-1-PDF-520048",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,10.4,108.87,69.15,5.0,,594.0,,,22.0,,,15.0,16.0,,2.0,,110.0,,,,,,,,,,,,,,,,,,,,164.0,513.0,-157.0,0.0,-150.0,-105.0,-22.0,1.0,0.0,-14.0,0.0,-10.0,,,-2.0346153846153845,,,-0.5253054101221641,,,0.19537237888647851,,,0.3999999999999999,,,,,,-0.04040404040404044,,,,,,,,,0.0,,,,,,,,,-0.4,,,-0.5,,,,,,-1.0,,,,,,-0.7909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6803118908382066,,,-0.5668789808917197,,,,,,-0.42666666666666664,,,-0.4666666666666667,,,0.09090909090909083,,,-1.0,,,,,,-0.1428571428571429,,,,,,-3.1,1,0,0,0
445,104778,9329,Otras actividades recreativas y de entretenimiento,Nada,2018-12-20 01:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-20 01:00:00,B,26007,2019.0,30000.0,"REAFIANZAMIENTO DEL PROGRAMA DE AVALES PARA PYMES 2019 GENERAL - Ley 1/1994, de 11 de marzo, sobre el Régimen Jurídico de las SGR y Real Decreto 1644/1997, de 31 de octubre - Web: https://www.boe.es/eli/es/l/1994/03/11/1","MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - COMPAÑIA ESPAÑOLA DE REAFIANZAMIENTO",,-18.79,43.62,91.77,,0.0,64.0,,,,5.0,,,16.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-4.0,3.0,0.0,-19.0,-6.0,0.0,0.0,-1.0,0.0,4.0,,,-1.113358169238957,,,-0.5087116001834021,,,0.04685627111256396,,,,,,,,,-0.109375,,,,,,,,,,,,0.0,,,,,,,,,-1.0,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,,,-1.0,,,-1.0,,,,,,-0.8421052631578947,,,0.33333333333333326,,,,,,,,,0.0,,,,,,-1.0,1,0,0,0
446,104778,9329,Otras actividades recreativas y de entretenimiento,Nada,2018-12-20 01:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-20 01:00:00,B,26007,2019.0,20290.08,"Promoción emprendedores (EMP) mínimis 1407 - Orden DEI/12/2018, de 1 de marzo, por la que se aprueban las bases reguladoras de la concesión de subvenciones por la Agencia de Desarrollo Económico de La Rioja destinadas a la promoción de emprendedores, en régimen de concesión directa - Web: https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=7161014-1-PDF-515546-X",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,-18.79,43.62,91.77,,0.0,64.0,,,,5.0,,,16.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-4.0,3.0,0.0,-19.0,-6.0,0.0,0.0,-1.0,0.0,4.0,,,-1.113358169238957,,,-0.5087116001834021,,,0.04685627111256396,,,,,,,,,-0.109375,,,,,,,,,,,,0.0,,,,,,,,,-1.0,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,,,-1.0,,,-1.0,,,,,,-0.8421052631578947,,,0.33333333333333326,,,,,,,,,0.0,,,,,,-1.0,1,0,0,0
447,104778,9329,Otras actividades recreativas y de entretenimiento,Nada,2018-12-20 01:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-20 01:00:00,B,26007,2019.0,3083.15,"Ayudas a préstamos para inversión o circulante (FIN y REE) mínimis - Orden DEI/7/2018, de 19 de enero, por la que se aprueban las bases reguladoras de la concesión de subvenciones por la ADER para el apoyo a la financiación de las empresas, en régimen de concesión directa - Web: http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=6922938-1-PDF-514855",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,-18.79,43.62,91.77,,0.0,64.0,,,,5.0,,,16.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-4.0,3.0,0.0,-19.0,-6.0,0.0,0.0,-1.0,0.0,4.0,,,-1.113358169238957,,,-0.5087116001834021,,,0.04685627111256396,,,,,,,,,-0.109375,,,,,,,,,,,,0.0,,,,,,,,,-1.0,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,,,-1.0,,,-1.0,,,,,,-0.8421052631578947,,,0.33333333333333326,,,,,,,,,0.0,,,,,,-1.0,1,0,0,0
448,104778,9329,Otras actividades recreativas y de entretenimiento,Nada,2018-12-20 01:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-20 01:00:00,B,26007,2020.0,2500.0,"Programa COVID-19 RESCATE (MTR) Marco Temporal - Orden DEA/68/ 2020, de 20 de noviembre, por la que se regulan las bases reguladoras de la concesión de subvenciones ADER para el Plan de Rescate COVID-19 - Web: http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=14613305-1-PDF-534770",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA - LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,-18.79,43.62,91.77,,0.0,64.0,,,,5.0,,,16.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-4.0,3.0,0.0,-19.0,-6.0,0.0,0.0,-1.0,0.0,4.0,,,-1.113358169238957,,,-0.5087116001834021,,,0.04685627111256396,,,,,,,,,-0.109375,,,,,,,,,,,,0.0,,,,,,,,,-1.0,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,,,-1.0,,,-1.0,,,,,,-0.8421052631578947,,,0.33333333333333326,,,,,,,,,0.0,,,,,,-1.0,1,0,0,0
449,104778,9329,Otras actividades recreativas y de entretenimiento,Nada,2018-12-20 01:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-20 01:00:00,B,26007,2020.0,1500.0,"Programa Seguridad Planes de prevención (MTG, MTC, MTT) Marco Temporal - Orden DEA/33/2020 por la que se regulan las bases reguladoras de la concesión de subvenciones ADER para el Plan de Reactivación Económica COVID-19 - Web: https://web.larioja.org/bor-portada/boranuncio?n=13136210-5-HTML-531649-X",LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,,-18.79,43.62,91.77,,0.0,64.0,,,,5.0,,,16.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-4.0,3.0,0.0,-19.0,-6.0,0.0,0.0,-1.0,0.0,4.0,,,-1.113358169238957,,,-0.5087116001834021,,,0.04685627111256396,,,,,,,,,-0.109375,,,,,,,,,,,,0.0,,,,,,,,,-1.0,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,,,-1.0,,,-1.0,,,,,,-0.8421052631578947,,,0.33333333333333326,,,,,,,,,0.0,,,,,,-1.0,1,0,0,0
450,104778,9329,Otras actividades recreativas y de entretenimiento,Nada,2018-12-20 01:00:00,Microempresa,Viva,,,,SI,,2.0,,NO,2018-11-20 01:00:00,B,26007,2020.0,1000.0,Acuerdo de Junta de Gobierno Local de 1 de junio de 2020 que aprueba la onvocatoria concesión ayudas para el mantenimiento de la actividad económica en el término municipal de Logroño. Post-Covid 19 - Ayudas mantenimiento actividad económica POST COVID 19 - Web: http://www.logroño.es/wps/portal/web/inicio/unidadesMunicipales/empleoComercio/subvenciones/!ut/p/c5/jZHLbsIwEEW_hS_wZBI_WBpiYpMYxwqhlA3KokKRymNR9fvrgFRBaC1mlkd37twZsiOhT913f-i--vOp-yRbsmN7z2nryiIB15QZSM0MIgfMFQT-zvbwT0kY1DS39VUNWggwMm1wUTmYW7ypf6eLaqrArH,LOGROÑO - AYUNTAMIENTO DE LOGROÑO,,-18.79,43.62,91.77,,0.0,64.0,,,,5.0,,,16.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,-4.0,3.0,0.0,-19.0,-6.0,0.0,0.0,-1.0,0.0,4.0,,,-1.113358169238957,,,-0.5087116001834021,,,0.04685627111256396,,,,,,,,,-0.109375,,,,,,,,,,,,0.0,,,,,,,,,-1.0,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19999999999999996,,,-1.0,,,-1.0,,,,,,-0.8421052631578947,,,0.33333333333333326,,,,,,,,,0.0,,,,,,-1.0,1,0,0,0
