,Unnamed: 0,ID,CNAE,CNAE_DESCRIPCION,IMPORT_EXPORT,TAM_EMPRESA,Estado,ACC_EXTRAN,ACC_EMPRESA,NUMACCIONISTAS,INFO_ADMIN,ACT_MEDIOS,CARGOS_ADMIN,MUJERES_CONSEJO,frmJuridica,codPostal,AÑO CONCESION,IMPORTE NOMINAL,ORGANISMO,ROA_1,LIQ_1,END_1,EMP_1,A-I-INM_INT_1,A-II-INM_MAT_1,A-III-INV_INM_1,A-IV-INV_GRU_1,A-V-INV_FLP_1,A-VI-IMP_DIF_1,A-VII-DEU_COM_1,B-II-EXISTENCIAS_1,B-III-DEU_COM_1,B-IV-DEU_COM_1,B-V-INV_FCP_1,B-VI-PER_CP_1,B-VII-EFECTIVO_1,A-PN-1_FP_1,A-PN-2_AJ_1,A-PN-3_SUBV_1,B-I-PROV_LP_1,B-II-DEU_LP_1,B-III-DEU_GRU_LP_1,B-IV-PAS_IMP_DIF_1,B-V-PER_LP_1,B-VI-ACREE_COM_LP_1,B-VII-DEU_ESP_LP_1,C-I-PAS_VINACTNCVENTA_1,C-II-PROV_CP_1,C-III-DEU_CP_1,C-IV-DEU_GRU_CP_1,C-V-ACREE_COM_CP_1,C-VI-PER_CP_1,C-VII-DEU_ESP_CP_1,VENTAS_FINAL,A-1-VENTAS_3,A-1-VENTAS_2,A-1-VENTAS_1,A-4-APROVISIONA_1,A-5-OTROSINGRESOS_1,A-6-GASTOSPERSONAL_1,A-7-OTROSGASTOS_1,A-8-AMORT_INM_1,A-13-OTROSRESULT_1,A-14-ING_FIN_1,A-15-GAS_FIN_1,A-17-DIF_CAMBIO_1,A-20-IMPUESTOS_1,ROA_23_diff,ROA_12_diff,LIQ_23_diff,LIQ_12_diff,END_23_diff,END_12_diff,EMP_23_diff,EMP_12_diff,A-I-INM_INT_23_diff,A-I-INM_INT_12_diff,A-II-INM_MAT_23_diff,A-II-INM_MAT_12_diff,A-III-INV_INM_23_diff,A-III-INV_INM_12_diff,A-IV-INV_GRU_23_diff,A-IV-INV_GRU_12_diff,A-V-INV_FLP_23_diff,A-V-INV_FLP_12_diff,A-VI-IMP_DIF_23_diff,A-VI-IMP_DIF_12_diff,A-VII-DEU_COM_23_diff,A-VII-DEU_COM_12_diff,B-II-EXISTENCIAS_23_diff,B-II-EXISTENCIAS_12_diff,B-III-DEU_COM_23_diff,B-III-DEU_COM_12_diff,B-IV-DEU_COM_23_diff,B-IV-DEU_COM_12_diff,B-V-INV_FCP_23_diff,B-V-INV_FCP_12_diff,B-VI-PER_CP_23_diff,B-VI-PER_CP_12_diff,B-VII-EFECTIVO_23_diff,B-VII-EFECTIVO_12_diff,A-PN-1_FP_12_diff,A-PN-1_FP_23_diff,A-PN-2_AJ_12_diff,A-PN-2_AJ_23_diff,A-PN-3_SUBV_12_diff,A-PN-3_SUBV_23_diff,B-I-PROV_LP_12_diff,B-I-PROV_LP_23_diff,B-II-DEU_LP_12_diff,B-II-DEU_LP_23_diff,B-III-DEU_GRU_LP_12_diff,B-III-DEU_GRU_LP_23_diff,B-IV-PAS_IMP_DIF_12_diff,B-IV-PAS_IMP_DIF_23_diff,B-V-PER_LP_12_diff,B-V-PER_LP_23_diff,B-VI-ACREE_COM_LP_12_diff,B-VI-ACREE_COM_LP_23_diff,B-VII-DEU_ESP_LP_12_diff,B-VII-DEU_ESP_LP_23_diff,C-I-PAS_VINACTNCVENTA_12_diff,C-I-PAS_VINACTNCVENTA_23_diff,C-II-PROV_CP_12_diff,C-II-PROV_CP_23_diff,C-III-DEU_CP_12_diff,C-III-DEU_CP_23_diff,C-IV-DEU_GRU_CP_12_diff,C-IV-DEU_GRU_CP_23_diff,C-V-ACREE_COM_CP_12_diff,C-V-ACREE_COM_CP_23_diff,C-VI-PER_CP_12_diff,C-VI-PER_CP_23_diff,C-VII-DEU_ESP_CP_12_diff,C-VII-DEU_ESP_CP_23_diff,A-1-VENTAS_23_diff,A-1-VENTAS_12_diff,A-4-APROVISIONA_23_diff,A-4-APROVISIONA_12_diff,A-5-OTROSINGRESOS_23_diff,A-5-OTROSINGRESOS_12_diff,A-6-GASTOSPERSONAL_23_diff,A-6-GASTOSPERSONAL_12_diff,A-7-OTROSGASTOS_23_diff,A-7-OTROSGASTOS_12_diff,A-8-AMORT_INM_23_diff,A-8-AMORT_INM_12_diff,A-13-OTROSRESULT_23_diff,A-13-OTROSRESULT_12_diff,A-14-ING_FIN_23_diff,A-14-ING_FIN_12_diff,A-15-GAS_FIN_23_diff,A-15-GAS_FIN_12_diff,A-17-DIF_CAMBIO_23_diff,A-17-DIF_CAMBIO_12_diff,A-20-IMPUESTOS_23_diff,A-20-IMPUESTOS_12_diff,Subvencion,ALTO_CRECIMIENTO_CALCU,GACELA_CALCU,MODELO_CALCU,Inicio Actividad,ULT_ACTOMERCANTIL_Y
356,356,104727,4642,Comercio al por mayor de prendas de vestir y calzado,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26580.0,2019.0,1170.0,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - ICEX ESPAÑA EXPORTACION E INVERSIONES",-9.81,143.46,79.36,2.0,12.0,214.0,0.0,0.0,2.0,27.0,0.0,340.0,235.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,21.0,142.0,0.0,0.0,,457.0,583.0,298.0,-456.0,0.0,-34.0,-117.0,-34.0,0.0,0.0,-5.0,0.0,25.0,-0.7601098352471294,3.083588175331295,-0.4322379645426897,1.819113341698034,0.1038728897715988,0.2689012096774195,0.0,0.0,-0.6666666666666667,-0.25,-0.1945701357466063,0.0327102803738317,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,3.2962962962962967,0.0,0.0,0.3272058823529411,-0.1999999999999999,-0.0999999999999999,-0.2340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,-0.6538461538461539,3.333333333333333,-4.0,0.8602150537634408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.871900826446281,4.0,0.0,0.0,-0.3873239436619718,-0.1149425287356321,0.0,0.0,0.0,0.0,-0.216123499142367,0.9563758389261744,-0.2661996497373029,0.2521929824561404,2.0,inf,-0.1538461538461538,0.1470588235294117,-0.3049645390070922,0.205128205128205,0.1587301587301588,0.8529411764705883,inf,0.0,0.0,0.0,0.2380952380952381,3.2,0.0,0.0,-0.6853932584269663,2.56,1.0,0.0,0.0,0.0,2017.0,2020.0
357,357,104727,4642,Comercio al por mayor de prendas de vestir y calzado,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26580.0,2019.0,1170.0,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - ICEX ESPAÑA EXPORTACION E INVERSIONES",-9.81,143.46,79.36,2.0,12.0,214.0,0.0,0.0,2.0,27.0,0.0,340.0,235.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,21.0,142.0,0.0,0.0,,457.0,583.0,298.0,-456.0,0.0,-34.0,-117.0,-34.0,0.0,0.0,-5.0,0.0,25.0,-0.7601098352471294,3.083588175331295,-0.4322379645426897,1.819113341698034,0.1038728897715988,0.2689012096774195,0.0,0.0,-0.6666666666666667,-0.25,-0.1945701357466063,0.0327102803738317,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,3.2962962962962967,0.0,0.0,0.3272058823529411,-0.1999999999999999,-0.0999999999999999,-0.2340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,-0.6538461538461539,3.333333333333333,-4.0,0.8602150537634408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.871900826446281,4.0,0.0,0.0,-0.3873239436619718,-0.1149425287356321,0.0,0.0,0.0,0.0,-0.216123499142367,0.9563758389261744,-0.2661996497373029,0.2521929824561404,2.0,inf,-0.1538461538461538,0.1470588235294117,-0.3049645390070922,0.205128205128205,0.1587301587301588,0.8529411764705883,inf,0.0,0.0,0.0,0.2380952380952381,3.2,0.0,0.0,-0.6853932584269663,2.56,1.0,0.0,0.0,0.0,2017.0,2020.0
358,358,104728,8020,Servicios de sistemas de seguridad,Nada,Microempresa,Viva,0.0,0.0,1.0,SI,NO,1.0,NO,B,26007.0,2019.0,3305.79,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,-47.09,189.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,1.0,7.0,0.0,0.0,-2.0,-9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0651943087704394,0.0,-0.5955400549566687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8571428571428572,0.0,0.0,0.0,0.0,-1.0,0.5,-1.0,-0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,2017.0,2020.0
359,359,104730,6209,Otros servicios relacionados con las tecnologías de la información y la informática,Nada,Microempresa,Viva,0.0,0.0,1.0,SI,NO,1.0,NO,B,26500.0,2021.0,2500.0,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA - LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,55.99,358.49,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,22.0,32.0,14.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.877519379844961,-0.8848008572959457,1.3815412732257082,-0.5421071717481659,0.0,0.0,-1.0,0.0,0.0,0.0,inf,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.0,0.0,-0.0588235294117647,16.0,0.0,0.0,0.0,0.0,0.3333333333333332,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,-0.6363636363636364,0.0,0.0,0.0,0.0,-0.3125,1.2857142857142856,0.0,0.0,0.0,0.0,-0.9444444444444444,2.6,0.0833333333333332,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-1.0,1.0,0.0,0.0,0.0,2017.0,2017.0
360,360,104732,2573,Fabricación de herramientas,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,1.0,NO,B,26300.0,2018.0,89308.75,"LA RIOJA - CONSEJERIA DE AGRICULTURA, GANADERIA Y MEDIO AMBIENTE",7.93,91.61,55.95,2.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,48.0,0.0,10.0,24.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,155.0,0.0,0.0,,416.0,503.0,433.0,-187.0,0.0,-138.0,-60.0,-16.0,0.0,0.0,-7.0,0.0,-4.0,-0.75625,-0.1929382093316518,0.0931517663311625,0.659316668485973,0.213097926503798,-0.1294012511170688,0.0,0.5,0.0,0.0,0.2266187050359711,0.1209677419354837,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.2857142857142858,0.0,0.1607142857142858,0.1200000000000001,0.0,0.0,-0.2714285714285714,0.4583333333333332,0.0,0.0,-0.2265193370165745,17.1,1.9166666666666663,0.0285714285714284,0.0,0.0,0.0,-0.2394366197183098,0.0,0.0,0.2679425837320575,0.3132075471698112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,-0.0384615384615384,0.0,0.0,0.2387096774193549,-0.2239583333333333,0.0,0.0,0.0,0.0,-0.172962226640159,0.161662817551963,-0.2350427350427351,0.2513368983957218,inf,0.0,-0.0641025641025641,0.1304347826086955,0.0151515151515151,0.1,0.3478260869565217,0.4375,0.0,0.0,0.0,0.0,0.3999999999999999,-0.2857142857142857,0.0,0.0,-0.8333333333333334,0.5,1.0,0.0,0.0,0.0,2017.0,2017.0
361,361,104732,2573,Fabricación de herramientas,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,1.0,NO,B,26300.0,2019.0,24000.0,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - COMPAÑIA ESPAÑOLA DE REAFIANZAMIENTO",7.93,91.61,55.95,2.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,48.0,0.0,10.0,24.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,155.0,0.0,0.0,,416.0,503.0,433.0,-187.0,0.0,-138.0,-60.0,-16.0,0.0,0.0,-7.0,0.0,-4.0,-0.75625,-0.1929382093316518,0.0931517663311625,0.659316668485973,0.213097926503798,-0.1294012511170688,0.0,0.5,0.0,0.0,0.2266187050359711,0.1209677419354837,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.2857142857142858,0.0,0.1607142857142858,0.1200000000000001,0.0,0.0,-0.2714285714285714,0.4583333333333332,0.0,0.0,-0.2265193370165745,17.1,1.9166666666666663,0.0285714285714284,0.0,0.0,0.0,-0.2394366197183098,0.0,0.0,0.2679425837320575,0.3132075471698112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,-0.0384615384615384,0.0,0.0,0.2387096774193549,-0.2239583333333333,0.0,0.0,0.0,0.0,-0.172962226640159,0.161662817551963,-0.2350427350427351,0.2513368983957218,inf,0.0,-0.0641025641025641,0.1304347826086955,0.0151515151515151,0.1,0.3478260869565217,0.4375,0.0,0.0,0.0,0.0,0.3999999999999999,-0.2857142857142857,0.0,0.0,-0.8333333333333334,0.5,1.0,0.0,0.0,0.0,2017.0,2017.0
362,362,104732,2573,Fabricación de herramientas,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,1.0,NO,B,26300.0,2020.0,1000.0,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,7.93,91.61,55.95,2.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,48.0,0.0,10.0,24.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,155.0,0.0,0.0,,416.0,503.0,433.0,-187.0,0.0,-138.0,-60.0,-16.0,0.0,0.0,-7.0,0.0,-4.0,-0.75625,-0.1929382093316518,0.0931517663311625,0.659316668485973,0.213097926503798,-0.1294012511170688,0.0,0.5,0.0,0.0,0.2266187050359711,0.1209677419354837,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.2857142857142858,0.0,0.1607142857142858,0.1200000000000001,0.0,0.0,-0.2714285714285714,0.4583333333333332,0.0,0.0,-0.2265193370165745,17.1,1.9166666666666663,0.0285714285714284,0.0,0.0,0.0,-0.2394366197183098,0.0,0.0,0.2679425837320575,0.3132075471698112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,-0.0384615384615384,0.0,0.0,0.2387096774193549,-0.2239583333333333,0.0,0.0,0.0,0.0,-0.172962226640159,0.161662817551963,-0.2350427350427351,0.2513368983957218,inf,0.0,-0.0641025641025641,0.1304347826086955,0.0151515151515151,0.1,0.3478260869565217,0.4375,0.0,0.0,0.0,0.0,0.3999999999999999,-0.2857142857142857,0.0,0.0,-0.8333333333333334,0.5,1.0,0.0,0.0,0.0,2017.0,2017.0
363,363,104733,4121,Construcción de edificios residenciales,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26140.0,2020.0,21000.0,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,11.01,102.56,11.27,7.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,72.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,74.0,0.0,0.0,,755.0,825.0,645.0,-415.0,3.0,-190.0,-30.0,-2.0,0.0,0.0,0.0,0.0,-3.0,-0.8777720474471377,2.522252497729337,0.2403258655804483,0.3404836193447735,3.890873015873016,-0.5527950310559007,-0.1428571428571429,0.0,0.0,0.0,-0.1724137931034483,0.5263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0945945945945947,13.8,0.0,0.0,0.0,0.0,0.0,1.0,0.6986301369863013,0.0138888888888888,3.7142857142857135,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.4285714285714286,14.75,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.4,0.0,0.0,0.3918918918918919,0.4854368932038835,0.0,0.0,0.0,0.0,-0.0848484848484848,0.2790697674418605,0.0717299578059071,0.1421686746987951,22.0,-0.6666666666666667,-0.1373390557939914,0.2263157894736842,0.0,0.5333333333333334,1.0,1.0,-1.0,inf,0.0,0.0,-inf,0.0,0.0,0.0,-0.8823529411764706,4.666666666666667,1.0,0.0,0.0,0.0,2017.0,2018.0
364,364,104733,4121,Construcción de edificios residenciales,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26140.0,2018.0,2500.0,LOGROÑO - AYUNTAMIENTO DE LOGROÑO,11.01,102.56,11.27,7.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,72.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,74.0,0.0,0.0,,755.0,825.0,645.0,-415.0,3.0,-190.0,-30.0,-2.0,0.0,0.0,0.0,0.0,-3.0,-0.8777720474471377,2.522252497729337,0.2403258655804483,0.3404836193447735,3.890873015873016,-0.5527950310559007,-0.1428571428571429,0.0,0.0,0.0,-0.1724137931034483,0.5263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0945945945945947,13.8,0.0,0.0,0.0,0.0,0.0,1.0,0.6986301369863013,0.0138888888888888,3.7142857142857135,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.4285714285714286,14.75,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.4,0.0,0.0,0.3918918918918919,0.4854368932038835,0.0,0.0,0.0,0.0,-0.0848484848484848,0.2790697674418605,0.0717299578059071,0.1421686746987951,22.0,-0.6666666666666667,-0.1373390557939914,0.2263157894736842,0.0,0.5333333333333334,1.0,1.0,-1.0,inf,0.0,0.0,-inf,0.0,0.0,0.0,-0.8823529411764706,4.666666666666667,1.0,0.0,0.0,0.0,2017.0,2018.0
365,365,104733,4121,Construcción de edificios residenciales,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26140.0,2020.0,1500.0,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,11.01,102.56,11.27,7.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,72.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,74.0,0.0,0.0,,755.0,825.0,645.0,-415.0,3.0,-190.0,-30.0,-2.0,0.0,0.0,0.0,0.0,-3.0,-0.8777720474471377,2.522252497729337,0.2403258655804483,0.3404836193447735,3.890873015873016,-0.5527950310559007,-0.1428571428571429,0.0,0.0,0.0,-0.1724137931034483,0.5263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0945945945945947,13.8,0.0,0.0,0.0,0.0,0.0,1.0,0.6986301369863013,0.0138888888888888,3.7142857142857135,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.4285714285714286,14.75,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.4,0.0,0.0,0.3918918918918919,0.4854368932038835,0.0,0.0,0.0,0.0,-0.0848484848484848,0.2790697674418605,0.0717299578059071,0.1421686746987951,22.0,-0.6666666666666667,-0.1373390557939914,0.2263157894736842,0.0,0.5333333333333334,1.0,1.0,-1.0,inf,0.0,0.0,-inf,0.0,0.0,0.0,-0.8823529411764706,4.666666666666667,1.0,0.0,0.0,0.0,2017.0,2018.0
366,366,104733,4121,Construcción de edificios residenciales,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26140.0,2020.0,1000.0,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,11.01,102.56,11.27,7.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,72.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,74.0,0.0,0.0,,755.0,825.0,645.0,-415.0,3.0,-190.0,-30.0,-2.0,0.0,0.0,0.0,0.0,-3.0,-0.8777720474471377,2.522252497729337,0.2403258655804483,0.3404836193447735,3.890873015873016,-0.5527950310559007,-0.1428571428571429,0.0,0.0,0.0,-0.1724137931034483,0.5263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0945945945945947,13.8,0.0,0.0,0.0,0.0,0.0,1.0,0.6986301369863013,0.0138888888888888,3.7142857142857135,0.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.4285714285714286,14.75,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.4,0.0,0.0,0.3918918918918919,0.4854368932038835,0.0,0.0,0.0,0.0,-0.0848484848484848,0.2790697674418605,0.0717299578059071,0.1421686746987951,22.0,-0.6666666666666667,-0.1373390557939914,0.2263157894736842,0.0,0.5333333333333334,1.0,1.0,-1.0,inf,0.0,0.0,-inf,0.0,0.0,0.0,-0.8823529411764706,4.666666666666667,1.0,0.0,0.0,0.0,2017.0,2018.0
367,367,104737,5630,Establecimientos de bebidas,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26589.0,2020.0,420.0,LA RIOJA - AGENCIA DE DESARROLLO ECONOMICO DE LA RIOJA,27.23,147.31,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,,319.0,461.0,411.0,-223.0,0.0,-129.0,-46.0,-2.0,1.0,0.0,0.0,0.0,-3.0,-0.4092998107596648,0.3584282041865589,0.2808056359942947,0.5706333582241532,0.0,0.0,-0.1666666666666666,0.0,0.0,0.0,-0.1818181818181817,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.3478260869565217,0.6842105263157894,0.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3043478260869565,0.0625,0.0,0.0,0.0,0.0,-0.3080260303687635,0.121654501216545,-0.3292682926829268,0.1031390134529148,0.0,0.0,-0.3673469387755101,0.1395348837209302,-0.150943396226415,0.1521739130434782,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.3333333333333332,1.0,0.0,0.0,0.0,2018.0,2018.0
368,368,104750,5610,Restaurantes y puestos de comidas,Nada,Microempresa,Viva,0.0,0.0,0.0,SI,NO,2.0,NO,B,26200.0,2018.0,65000.0,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO - COMPAÑIA ESPAÑOLA DE REAFIANZAMIENTO",-11.16,915.79,84.91,1.0,0.0,92.0,0.0,0.0,2.0,4.0,0.0,0.0,20.0,0.0,2.0,0.0,29.0,17.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,99.0,158.0,0.0,0.0,0.0,-3.0,-14.0,-1.0,0.0,0.0,-1.0,0.0,4.0,-0.1213901125795399,0.8306451612903225,-0.3327788405556018,-0.8687144432675613,0.1389341400977426,0.0121304911082322,-0.3333333333333333,2.0,0.0,0.0,-0.0645161290322581,0.3478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,2.25,0.0,0.0,-0.1111111111111111,0.0,0.3076923076923077,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9655172413793104,-0.7058823529411764,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0866141732283465,0.1014492753623188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.2222222222222223,0.0,0.0,0.0,0.0,-0.3734177215189873,inf,-0.452054794520548,-inf,inf,0.0,-0.3714285714285714,22.33333333333333,-0.0749999999999999,1.8571428571428568,0.0,7.0,inf,0.0,0.0,0.0,0.5,1.0,0.0,0.0,-0.1111111111111111,1.25,1.0,0.0,0.0,0.0,2018.0,2018.0
